acc_x_t1,acc_y_t1,acc_z_t1,gyro_x_t1,gyro_y_t1,gyro_z_t1,flex_t1,acc_x_t2,acc_y_t2,acc_z_t2,gyro_x_t2,gyro_y_t2,gyro_z_t2,flex_t2,acc_x_t3,acc_y_t3,acc_z_t3,gyro_x_t3,gyro_y_t3,gyro_z_t3,flex_t3,acc_x_t4,acc_y_t4,acc_z_t4,gyro_x_t4,gyro_y_t4,gyro_z_t4,flex_t4,acc_x_t5,acc_y_t5,acc_z_t5,gyro_x_t5,gyro_y_t5,gyro_z_t5,flex_t5,acc_x_t6,acc_y_t6,acc_z_t6,gyro_x_t6,gyro_y_t6,gyro_z_t6,flex_t6,acc_x_t7,acc_y_t7,acc_z_t7,gyro_x_t7,gyro_y_t7,gyro_z_t7,flex_t7,acc_x_t8,acc_y_t8,acc_z_t8,gyro_x_t8,gyro_y_t8,gyro_z_t8,flex_t8,acc_x_t9,acc_y_t9,acc_z_t9,gyro_x_t9,gyro_y_t9,gyro_z_t9,flex_t9,acc_x_t10,acc_y_t10,acc_z_t10,gyro_x_t10,gyro_y_t10,gyro_z_t10,flex_t10,gesture
2.058415,-2.381632,12.44985,13.97104,71.22713,-0.4192073,0,0.4740519,-2.025495,9.103952,6.448171,72.04269,-3.414634,0,-0.9457096,-1.532289,9.409811,7.035061,98.26982,2.080793,0,-1.957858,-1.315015,10.67156,10.71646,97.90397,9.352135,0,-3.975572,0.1490391,8.99322,8.734756,120.5945,0.5335366,0,-5.100847,-1.661576,6.551733,28.28506,124.2073,10.59451,0,-6.675035,-0.5865794,7.464522,19.40549,99.16159,16.88262,0,-7.957728,0.6015432,5.418677,19.95427,96.50915,20.0686,0,-8.727464,0.2280477,2.39061,15.03049,112.8887,34.36738,0,-8.883685,0.5692214,0.6907272,2.660061,91.60823,22.46951,0,up
-2.186505,0.2244564,9.321824,14.36738,75.99085,10.70884,0,-3.310582,-1.23481,9.226056,14.52744,82.12653,10.42683,0,-4.272453,-1.587954,9.522937,22.23323,98.85671,-7.881098,0,-5.673061,-1.099537,6.508637,25.23628,80.19817,4.916159,0,-6.628946,-0.2477999,7.697359,25.64787,75.21342,10.14482,0,-7.430405,0.7128736,6.590639,21.55488,109.9085,15.67073,0,-8.130111,0.4704606,3.417124,7.530488,124.7104,6.852134,0,-8.874108,0.605733,0.9325416,3.269817,111.0899,18.58232,0,-9.398438,1.546056,-1.420959,-0.9832317,68.71951,12.09604,0,-9.591172,1.153407,-2.805406,14.34451,16.1814,13.55945,0,up
0.9858126,-1.388038,9.700109,15.3125,53.78049,6.310976,0,0.6506243,-2.400187,11.63522,20.34299,86.63873,12.35518,0,-0.6368576,-0.8559271,10.93432,8.742378,119.6951,11.76067,0,-3.240552,-0.1532289,8.977059,11.20427,129.154,4.41311,0,-4.431069,-2.211045,8.635287,27.03506,138.7424,0.08384147,0,-6.110601,-0.6602011,6.86657,36.83689,169.7256,31.32622,0,-7.793127,1.283292,3.313575,30.15244,127.4771,13.55183,0,-8.771756,1.070807,1.683722,12.41616,100.9223,19.33689,0,-9.006987,1.212065,1.963844,11.77592,81.27287,12.80488,0,-9.214086,1.202488,-0.6171055,2.431402,50.64024,3.39939,0,up
2.487576,-1.54845,12.00393,-0.4268293,60.87653,9.405488,0,1.54426,-1.687314,10.99896,31.21189,175.9527,8.178354,0,-1.455675,-1.647211,9.181764,17.1189,109.9619,9.321647,0,-2.765902,-1.316212,10.86549,10.11433,115.3049,10.45732,0,-4.72795,-1.593341,6.940791,21.26524,173.8796,13.83384,0,-6.524798,-0.1801637,4.691438,-16.73018,163.8338,23.87195,0,-8.079832,0.1999158,4.493318,26.25,107.1265,21.05183,0,-8.817844,0.9594764,2.239776,17.69055,86.70732,15.17531,0,-9.090185,1.999158,1.712453,7.202744,96.03659,30.0,0,-9.029133,2.050634,-1.145625,-4.588415,70.99085,21.08232,0,up
1.804031,-3.301604,11.0654,23.80335,84.98476,24.4436,0,-0.002992752,-1.832761,10.6524,16.44055,103.7729,16.22713,0,-1.58137,-1.732205,9.874885,14.70274,113.9253,18.68902,0,-3.29502,-0.5506664,10.80623,23.91006,115.5716,-1.516768,0,-5.215768,-1.182736,6.657676,39.48933,124.3979,23.54421,0,-6.749853,-0.0688333,6.370372,31.18903,108.1326,22.98781,0,-7.644087,0.4106056,6.032191,24.50457,121.6616,25.84604,0,-8.359954,0.6584055,1.629853,9.535061,126.5549,26.32622,0,-9.142858,1.247978,-1.605911,5.243903,75.36585,20.09146,0,-9.282919,2.570774,-0.7763199,1.95122,46.32622,15.52592,0,up
1.159392,0.01077391,7.611766,-22.79726,92.42378,-143.6281,0,2.303821,-3.784036,12.056,-31.68445,27.46189,-130.3125,0,0.5482722,-0.717662,8.16722,-20.76982,51.92836,-133.7729,0,2.091934,-4.411915,12.37323,1.417683,65.42683,-96.11281,0,-0.2346318,-3.205836,8.805275,-21.12805,53.14787,-77.4314,0,-0.007182605,-3.263297,9.350554,-25.89939,31.22713,-71.76067,0,-1.018134,-3.455432,9.482236,-14.6189,5.251524,-59.03963,0,-0.1897405,-2.431312,7.964312,-35.01524,9.588415,-54.27592,0,0.4788404,-5.935226,11.71004,-4.634146,-7.522866,-38.84909,0,1.014543,-5.446809,8.218098,-11.31098,8.102135,-16.75305,0,right
-0.8774749,-0.3537433,8.74961,-8.871951,55.99086,-114.9314,0,-1.21805,-2.88202,9.656414,-16.60061,22.98781,-87.9497,0,0.2537854,0.04189853,8.118139,-35.37348,38.54421,-205.9832,0,1.247978,-4.303577,9.08001,-16.72256,-4.565549,-136.4101,0,1.240795,-5.990293,8.277354,4.634146,36.53963,-101.3491,0,2.565986,-6.663064,9.616311,-30.30488,-16.79878,-41.66159,0,0.6194997,-4.167706,9.3733,-16.90549,13.35366,-40.68598,0,1.352724,-4.84347,9.515156,-21.32622,25.41921,-40.06098,0,3.284845,-6.960543,7.842207,6.310976,5.068598,-0.6935976,0,0.4118027,-4.844069,9.146449,-1.859756,-9.283537,-1.440549,0,right
2.551022,2.420538,11.69927,-120.1753,98.91006,-204.9314,0,1.782483,-2.845509,11.10431,-68.76524,50.0686,-159.154,0,2.429516,-8.839393,8.429984,-45.65549,41.78354,-148.064,0,1.270124,-6.448782,8.482059,-20.57165,67.5686,-114.3369,0,0.9941922,-4.745308,9.021352,-15.67073,27.96494,-94.20732,0,1.175553,-5.229535,10.26514,-31.47866,39.99238,-57.8125,0,1.285686,-5.342661,8.803479,-20.32012,20.77744,-41.89787,0,1.228824,-4.973355,8.4647,-15.75457,-3.978659,-30.49543,0,1.293468,-4.915296,8.071452,-13.71951,-4.397866,-23.06403,0,1.753154,-5.555147,8.473679,-5.083842,-2.721037,-2.400915,0,right
1.188123,1.842338,10.18733,5.990854,48.23933,-79.16921,0,1.062427,0.7290344,11.09174,1.303354,54.18445,-48.91768,0,0.889446,1.23481,9.43914,-31.42531,46.5625,-171.7759,0,1.715446,-4.443638,7.711125,-91.23476,58.9558,-232.5457,0,0.5303157,-4.641758,11.31799,-16.40244,35.52592,-146.7531,0,1.181539,-5.985504,7.071275,-24.42073,32.19512,-102.1799,0,1.278504,-4.839879,9.498995,-7.057927,13.53659,-85.48019,0,1.46585,-5.520431,5.4091,-1.91311,31.28049,-62.43903,0,0.9894038,-3.064578,9.561244,-9.878049,-5.464939,-51.63872,0,1.195904,-3.595492,7.044939,-13.08689,-5.579268,-28.94817,0,right
0.5033809,-0.617704,11.04206,-16.12043,36.39482,-108.7195,0,1.288081,-3.508104,11.43291,-12.49238,36.89024,-93.28506,0,-0.4602853,-3.609259,7.634511,-50.79268,59.73323,-135.5564,0,0.4860229,-2.342128,9.259575,-41.63872,28.66616,-134.8171,0,1.990779,-4.712986,14.25208,-49.00153,93.13262,-120.7012,0,-0.1095347,-3.937265,7.222109,-17.33232,23.90244,-88.58994,0,1.136647,-4.327519,10.12807,-3.208842,16.25762,-99.83232,0,1.195305,-5.639542,7.311294,-5.54878,24.74848,-59.50457,0,0.7416039,-4.487332,8.034343,-14.97713,30.50305,-48.20884,0,2.100912,-5.196016,7.020997,-3.246951,-15.61738,-28.17835,0,right
-0.6236896,-6.902483,7.705738,-38.76524,54.64939,-91.34909,0,-1.012747,-3.512294,8.060678,-39.47409,35.70884,-74.77897,0,-0.8553286,-3.443461,7.767389,-22.62195,21.01372,-89.94665,0,0.2753332,-5.361814,7.765593,-18.76524,35.36586,-104.1768,0,1.638232,-9.068638,7.693767,21.11281,57.31707,-59.79421,0,-0.7924808,-3.873818,6.811504,27.10366,45.04573,-87.17988,0,0.5363012,-5.506664,9.417592,8.78811,13.38415,-67.77439,0,0.3561375,-5.023633,8.602965,-11.69207,11.37957,-25.80793,0,0.6135142,-5.398326,6.476914,-11.83689,3.147866,-22.42378,0,1.122881,-5.848436,7.257424,-3.681402,-1.417683,1.745427,0,right
-0.1921347,0.332794,9.927557,-49.5503,26.60061,-61.37195,0,1.580772,-0.1095347,11.8489,-3.925305,20.2439,-42.21037,0,1.583166,-2.684499,7.905654,-68.55183,68.75762,-166.9969,0,0.7068881,-5.519234,8.568848,-61.64634,58.62805,-123.9863,0,-0.1382651,-4.908712,8.339603,-24.8247,68.91769,-117.6982,0,0.5404911,-5.947795,9.766547,-18.97104,50.95274,-71.04421,0,1.299453,-5.600038,8.507795,-20.32774,50.95274,-85.16769,0,1.385644,-6.245275,7.160459,-15.51829,34.0625,-73.10213,0,1.028908,-6.33805,8.539519,-9.580793,19.46646,-36.35671,0,0.7260417,-5.500679,7.778761,-15.86128,16.57012,-37.59146,0,right
0.5931635,-2.895787,9.242816,-36.82165,36.95122,-84.7561,0,0.3154361,-3.247136,10.18972,-29.00915,34.03201,-62.15701,0,0.2896984,-3.609858,9.023746,-46.32622,60.16006,-95.68597,0,0.8559271,-6.388927,8.765172,-72.31708,69.92378,-108.7652,0,0.6853402,-7.177817,6.379351,-56.3872,60.40396,-110.5335,0,1.152808,-8.483255,5.465364,-25.49543,47.31707,-90.39635,0,1.8992,-7.645285,5.48751,-14.49695,54.32165,-61.47866,0,0.9355343,-7.266402,4.528034,-4.977134,34.33689,-38.6814,0,1.572392,-7.662044,6.737284,-8.78811,11.25762,-34.74086,0,2.841918,-8.488642,4.800973,-7.301829,5.304878,-2.926829,0,right
-0.7703344,-6.212355,6.90787,-34.67988,37.72866,-91.95123,0,-0.237026,-4.385579,9.012972,-45.21342,55.82317,-97.58385,0,-0.09876081,-7.945757,6.905476,-44.36738,50.75457,-80.63262,0,0.682946,-6.871359,6.791153,-51.05183,78.00305,-84.70274,0,1.175553,-7.937976,4.754286,-36.60823,57.69055,-77.11128,0,1.404199,-7.924209,4.887164,-25.32012,23.87957,-69.85519,0,1.987187,-7.61416,4.606444,-26.11281,38.65854,-46.53963,0,2.281076,-9.910798,5.353435,-11.05945,42.76677,-32.13415,0,2.862867,-11.34672,6.272809,-5.007622,55.99848,1.059451,0,1.25516,-7.896676,2.519897,5.297256,-11.79116,-9.108232,0,right
-0.02513912,-4.050989,8.727464,-49.88567,69.54269,-76.06708,0,-0.0712275,-5.133767,8.483853,-53.20122,70.64024,-89.74847,0,-0.1855506,-6.236896,5.248689,-53.91006,81.25,-112.6753,0,1.097741,-8.282741,7.140707,-86.82927,109.2378,-88.68903,0,0.7739257,-9.270349,4.032434,-70.81555,31.14329,-89.54269,0,1.362899,-8.14268,1.683722,-57.95732,35.95274,-56.71494,0,1.105523,-7.475895,3.797204,-36.46342,24.78659,-45.74695,0,2.837129,-12.7168,0.712275,16.90549,49.22256,29.43598,0,1.910573,-8.781333,3.263297,19.08537,7.065549,-21.6311,0,1.055244,-7.599196,2.644994,-15.12195,13.30793,-9.161586,0,right
