acc_x_t1,acc_y_t1,acc_z_t1,gyro_x_t1,gyro_y_t1,gyro_z_t1,flex_t1,acc_x_t2,acc_y_t2,acc_z_t2,gyro_x_t2,gyro_y_t2,gyro_z_t2,flex_t2,acc_x_t3,acc_y_t3,acc_z_t3,gyro_x_t3,gyro_y_t3,gyro_z_t3,flex_t3,acc_x_t4,acc_y_t4,acc_z_t4,gyro_x_t4,gyro_y_t4,gyro_z_t4,flex_t4,acc_x_t5,acc_y_t5,acc_z_t5,gyro_x_t5,gyro_y_t5,gyro_z_t5,flex_t5,acc_x_t6,acc_y_t6,acc_z_t6,gyro_x_t6,gyro_y_t6,gyro_z_t6,flex_t6,acc_x_t7,acc_y_t7,acc_z_t7,gyro_x_t7,gyro_y_t7,gyro_z_t7,flex_t7,acc_x_t8,acc_y_t8,acc_z_t8,gyro_x_t8,gyro_y_t8,gyro_z_t8,flex_t8,acc_x_t9,acc_y_t9,acc_z_t9,gyro_x_t9,gyro_y_t9,gyro_z_t9,flex_t9,acc_x_t10,acc_y_t10,acc_z_t10,gyro_x_t10,gyro_y_t10,gyro_z_t10,flex_t10,gesture
-2.197278,-2.507926,8.762778,-22.73628,61.41768,13.75762,0,-3.615843,-2.217031,7.336432,-43.47561,102.5229,41.12805,0,-4.956596,-2.562993,7.487866,-27.5,65.94512,21.09756,0,-5.206192,-3.747524,10.12867,-49.77896,96.1814,33.23171,0,-6.742671,-3.599084,6.741473,-36.57774,82.35519,36.77592,0,-7.353192,-4.200627,6.783372,-37.27134,74.93903,48.10213,0,-8.743625,-1.26354,2.501342,-25.21342,65.60976,24.70274,0,-8.901043,-2.06859,2.56838,-25.0,54.2378,32.20274,0,-9.076419,-0.9714474,1.178546,-20.78506,52.83537,40.28201,0,-9.464878,-0.4979939,-0.3788824,-10.97561,25.79268,29.84756,0,up
-2.981978,-2.152986,8.62571,-35.59451,96.48628,29.61128,0,-4.586692,-3.035848,7.258022,-31.21951,77.7439,38.07165,0,-5.787384,-3.216012,5.382165,-24.87043,46.75305,20.39634,0,-6.323685,-3.445855,6.875549,-23.69665,50.89177,30.02287,0,-6.999449,-3.148974,6.676231,-33.78811,80.22104,45.90701,0,-8.236652,-2.924517,2.40737,-34.00153,77.34756,36.4558,0,-8.652645,-1.566406,0.6685808,-16.86738,36.21189,6.966464,0,-8.942344,-1.873463,2.552219,-5.807927,19.59604,7.995427,0,-9.26197,-2.406173,3.676895,-18.31555,35.81555,15.3125,0,-8.968679,-2.657564,-0.1496376,-13.98628,26.79116,23.84909,0,up
-6.013038,-2.140416,5.879561,-13.14024,39.23018,3.925305,0,-6.423045,-2.123657,7.04015,-15.23628,44.20732,11.36433,0,-6.838439,-2.734178,7.726687,-28.51372,69.54269,17.69055,0,-7.784747,-3.239954,4.613626,-23.8186,61.82165,36.15854,0,-8.394072,-2.569577,4.445434,-25.73171,69.53506,34.20732,0,-9.050082,-1.362301,1.665167,-17.33994,48.44512,19.29116,0,-9.338584,-1.843535,0.8020576,-17.8811,38.07927,17.92683,0,-9.478644,-0.7194576,0.9959879,-12.94207,28.94817,12.28659,0,-9.437345,-1.004966,0.7410054,-5.282012,12.48476,16.81402,0,-9.507974,-0.6488287,0.8511387,-1.356707,-2.004573,-0.3277439,0,up
-4.780024,-3.123835,7.839215,-26.02896,67.13415,25.57165,0,-5.533599,-4.653729,9.00579,-40.32012,95.97561,46.89787,0,-6.976704,-3.430891,4.738724,-34.4436,60.99848,34.2378,0,-8.042722,-2.029086,4.472369,-20.44207,49.24543,11.9436,0,-8.570045,-3.693056,2.797026,-26.44817,70.22104,26.12043,0,-8.628104,-2.851494,2.970007,-25.16768,66.4558,37.22561,0,-8.874108,-2.030283,0.4261679,-13.5061,36.71494,28.95579,0,-9.414599,-1.530493,0.6991069,-15.60976,34.98476,16.10518,0,-9.281123,-2.041057,1.922544,-16.06707,32.1189,17.98018,0,-9.603143,-0.7469909,-0.463278,-15.17531,24.03201,19.78659,0,up
2.075174,-3.510498,16.02619,-60.57927,158.4756,41.6311,0,-0.8978256,-3.481768,12.04283,-39.77896,108.125,20.9375,0,-3.582324,-2.458247,7.22989,-25.59451,78.26982,32.00457,0,-5.021239,-2.528277,8.674192,-35.49543,79.55793,28.97104,0,-6.265626,-2.181118,6.323087,-35.67836,80.06097,31.8064,0,-6.822278,-4.122815,8.599973,-59.46646,129.2378,47.78963,0,-8.012794,-3.176507,2.088941,-33.30793,75.1372,20.12957,0,-8.5473,-4.135385,0.2837129,-15.70122,42.52287,4.839939,0,-9.041104,-2.622249,0.4878186,-4.291159,24.50457,21.52439,0,-8.728661,-3.65415,2.602497,-10.03811,26.28049,24.04726,0,up
0.6733692,-2.15957,9.023746,34.2378,-51.76067,8.391768,0,2.338537,-2.311602,9.905411,20.1753,-47.76677,4.984756,0,5.023633,-0.9570822,10.98699,43.07165,-179.6265,-33.44512,0,5.303157,0.4417302,6.189012,32.95732,-113.1784,-20.51829,0,7.035362,-0.2334347,7.690176,26.90549,-70.22104,-12.66006,0,8.345589,1.301249,7.402273,24.34451,-105.0838,-17.8811,0,8.854955,1.480215,4.965574,18.18598,-34.49695,-3.170732,0,10.04068,1.952472,3.768473,31.37957,-105.3049,-8.4375,0,9.88925,2.364274,1.404798,23.67378,-91.33385,-7.85061,0,9.876082,2.297835,-0.3214216,18.81098,-139.7485,-10.2439,0,down
0.7990648,-1.8992,9.523536,-7.22561,13.74238,-1.852134,0,0.6452374,-2.934094,8.188169,16.77592,-23.53659,16.48628,0,1.903989,-1.816002,10.26514,24.05488,-61.93598,1.448171,0,2.438494,-0.05865794,7.487866,27.95732,-136.9741,-23.95579,0,4.129399,-0.4950012,6.077083,34.77134,-98.08689,-14.80945,0,6.297947,0.2633622,8.328231,16.01372,-63.46799,-13.17835,0,8.021174,0.885256,7.435194,33.20884,-108.1479,-14.03201,0,9.269751,1.918953,6.069301,17.60671,-91.81403,-8.315549,0,9.19972,1.969231,2.668338,18.07927,-81.66921,-7.301829,0,9.69113,2.050035,1.658583,16.81402,-100.3735,-6.379573,0,down
1.827374,-1.419163,9.891644,-3.567073,-12.14939,2.85061,0,1.797447,-0.7074866,8.500613,-3.407012,-41.36433,-2.416159,0,5.051167,-1.653196,10.89481,53.58232,-135.061,-18.80335,0,5.425261,0.0,7.269395,29.45122,-106.2271,-13.24695,0,6.925229,0.1089362,7.677606,18.10213,-83.11738,-9.375,0,8.41921,0.6200982,7.155072,27.78201,-103.1707,-5.945122,0,9.257181,0.1915361,4.328118,30.16768,-136.532,-8.978659,0,10.00896,0.81343,2.680907,24.74848,-133.5671,-1.623476,0,9.384073,1.242591,-2.038064,21.4939,-120.6631,-7.004573,0,10.20469,1.088165,-1.291672,18.23171,-134.3293,-8.376525,0,down
6.002862,-0.421978,8.002021,11.05945,-82.67531,-1.371951,0,7.369353,0.3232172,6.640318,52.24848,-150.1143,-8.178354,0,8.895657,0.6380548,4.777629,21.95122,-108.3079,-10.41921,0,9.606135,0.6985083,2.919729,31.66159,-121.1662,-6.646342,0,10.17835,1.659182,1.577779,20.02287,-92.82012,-1.60061,0,9.953295,0.9816227,-0.4165911,19.98476,-104.032,-4.474085,0,9.774328,1.660977,-2.450465,11.6311,-104.5427,-4.92378,0,8.871116,1.264737,-4.070143,5.152439,-53.78811,-3.315549,0,8.465898,1.376067,-4.868011,3.170732,-30.99848,-4.626524,0,7.998429,1.334767,-5.5743,3.483232,-39.1997,-2.858232,0,down
2.852093,-0.7044938,9.178771,41.29573,-90.86128,-11.92073,0,4.01747,0.1999158,7.56029,49.15396,-115.5488,-19.45884,0,5.872378,1.021726,7.415441,36.77592,-108.4985,-11.79116,0,7.721899,0.9630676,6.984485,42.57622,-122.3323,-15.97561,0,8.355764,1.649605,3.718195,42.45427,-164.0549,-15.22104,0,9.182961,2.129642,1.90339,19.01677,-116.7226,-6.158537,0,9.73243,2.018911,0.6380548,11.66159,-95.03049,-4.199695,0,9.809045,2.001553,-0.6021418,12.97256,-87.09604,-4.969512,0,9.496002,1.939902,-2.021305,7.019817,-67.2561,-4.13872,0,8.959702,1.970428,-3.502119,6.318598,-55.73933,-5.335366,0,down
5.597643,-0.2029086,6.958747,32.21799,-118.971,-17.17988,0,7.100604,0.4866215,5.418078,37.60671,-123.8643,-15.94512,0,8.682572,1.080982,4.121618,38.3003,-137.3399,-7.355183,0,9.97185,1.366491,1.785476,26.60061,-120.8384,-2.5,0,10.21007,1.851915,-0.9756372,14.14634,-113.8034,-1.120427,0,10.1179,1.446696,-1.403601,18.17835,-115.747,-4.481708,0,8.63828,1.960851,-5.148731,5.66311,-94.87043,-10.07622,0,8.17979,1.513135,-6.450578,6.570122,-60.43445,-6.989329,0,7.472902,1.921945,-6.55293,-2.614329,-12.53049,-3.772866,0,7.346608,1.628057,-6.472126,-2.012195,-1.173781,-0.4496952,0,down
0.9846154,-0.6979098,6.843227,45.0,-135.0457,-31.78354,0,3.746327,-1.334169,8.383896,41.34909,-129.6723,-18.04116,0,5.537788,-0.3489549,7.533954,49.92378,-136.3034,-10.68598,0,8.381501,0.7529764,6.461352,35.7622,-136.654,-11.98933,0,9.159617,1.200692,3.834912,40.60976,-158.3537,-9.61128,0,9.780912,1.550246,1.777695,21.37957,-124.3369,-3.772866,0,10.02512,1.653795,0.3561375,22.72866,-113.9177,-6.120427,0,9.593566,1.601122,-1.871667,17.62957,-121.0137,-5.282012,0,8.872313,1.659182,-4.466982,9.115854,-84.88567,-6.051829,0,8.116942,1.780688,-5.637746,-1.653963,-52.94207,-5.785061,0,down
4.531027,-0.5398925,8.326435,30.05335,-97.05031,-14.38262,0,6.307524,-0.2902969,7.914034,26.17378,-111.1585,-8.612805,0,8.264784,0.3728969,6.396708,32.37043,-163.2165,-17.0503,0,9.628283,1.050456,4.863821,28.71951,-131.814,-11.12805,0,9.690532,1.726818,1.880047,19.32165,-102.9802,-1.051829,0,9.916783,2.002151,-0.5494693,21.88262,-118.1936,-0.464939,0,9.370906,1.201291,-1.462857,19.09299,-98.69665,1.966463,0,8.887277,1.370082,-5.00029,13.75762,-116.8979,-2.926829,0,8.534731,1.271321,-4.786009,3.262195,-71.10519,-3.940549,0,7.980473,1.356315,-5.447407,-2.698171,-44.6875,-3.635671,0,down
7.790134,0.8810662,4.763264,38.04878,-147.9421,-12.79726,0,9.777321,1.51134,5.023035,34.93903,-138.6814,-2.454268,0,10.00896,1.735796,1.888427,17.54573,-118.7119,2.705793,0,9.968858,1.80044,-0.492607,13.06402,-97.90397,-0.5259147,0,8.698134,1.107917,-3.93906,19.76372,-99.86281,-4.0625,0,7.73387,1.638232,-6.559514,8.071647,-77.35519,-2.743902,0,8.986037,1.66397,-3.475782,-3.498476,-21.81402,-1.28811,0,8.604761,1.862689,-4.646547,0.2439024,-25.22866,-0.1143293,0,8.705317,1.126472,-4.41012,-0.2286585,-25.2439,-0.09146341,0,8.783129,1.655591,-4.134188,-3.414634,10.95274,1.547256,0,down
