,acc_x_t0.25,acc_x_t0.5,acc_x_t0.75,acc_x_t1.0,acc_y_t0.25,acc_y_t0.5,acc_y_t0.75,acc_y_t1.0,acc_z_t0.25,acc_z_t0.5,acc_z_t0.75,acc_z_t1.0,gyro_x_t0.25,gyro_x_t0.5,gyro_x_t0.75,gyro_x_t1.0,gyro_y_t0.25,gyro_y_t0.5,gyro_y_t0.75,gyro_y_t1.0,gyro_z_t0.25,gyro_z_t0.5,gyro_z_t0.75,gyro_z_t1.0,flex_t0.25,flex_t0.5,flex_t0.75,flex_t1.0,label
0,0.08204167484461457,0.08135342294694886,0.06927945216120203,0.061394829287077554,-0.11595274156452624,-0.11872403269821212,-0.08201268124213726,-0.11134785770231187,0.10035941271831424,0.10098949486600416,0.1255986967086843,0.10976567071436581,-0.01810692347828817,0.0021075335533573937,0.00950650423762183,0.02104403374042145,0.0017408397457530458,0.002187883034994022,0.11547441108315488,-0.03447645763417376,0.002366121109505092,-0.002248661257066516,0.07652988058167401,0.022394624605384647,0.0,0.0,0.0,0.0,left
1,0.07462152111572709,0.07400472673225784,0.06794172655549413,0.06451554335622849,-0.1256990677274611,-0.1266637139026902,-0.1410607735702301,-0.0829701414771983,0.098703096417799,0.10008686042487742,0.09092705156976601,0.11832455712730754,-0.005141473148814762,-0.004856489578034236,0.2798080750777563,0.014009143139121374,-0.003935811469567484,-0.002734853888166952,0.17214769499260757,-0.05398935795367886,0.0004929420271615355,0.001124330628533258,-0.04184194490139591,0.04523602768753313,0.0,0.0,0.0,0.0,left
2,0.07627610982187027,0.07519163622663537,0.07325580369418588,0.06711406812997493,-0.12312355804353838,-0.12317465405270853,-0.11717396578169903,-0.11809538830567758,0.09934632239737655,0.10111146918850203,0.09914296220104399,0.10670893140335853,0.00324136331558704,-0.018784535840817497,0.017745466816208685,0.27527055106079934,-0.0010596412821432485,-0.004807585582053603,0.0028544237748135744,0.09833188231904257,-0.0030562404131839506,0.002248661257066516,0.003126122637530327,-0.0031274295541224963,0.0,0.0,0.0,0.0,left
3,0.07723066877945359,0.0770856200924146,0.0817239787218883,0.0804921179256029,-0.10847016621044041,-0.11075690388020151,-0.213786337275528,-0.09039787760364405,0.10475745893562212,0.10567344199186475,0.06183935903090044,0.11146115217835474,-0.00827106460765317,0.0001832637349784562,0.08714290700724972,0.008490387129050038,-0.0012110186081637127,-0.0020151554567864175,-0.028855631438249856,0.056510690113467855,0.003844947449685648,-0.001686496352556004,0.1691713074976979,-0.07315950663438972,0.0,0.0,0.0,0.0,left
4,0.07385786969687498,0.06891618769138325,0.07287535093961199,0.06615672455041326,-0.1139465553122814,-0.12660877277660587,-0.12447381090754489,-0.05818384586624341,0.10431524443291362,0.10232311520962582,0.099718961141303,0.12412014063519355,0.19246990551374704,0.1045519854505203,0.07579850893912751,0.004548422074112154,0.03852553394086749,0.03457431131402498,-0.006798718655928102,-0.032612860859373156,-0.07492718140245871,-0.08557404110123669,0.04893583600028008,0.04959209585462013,0.0,0.0,0.0,0.0,left
5,0.08720904306633563,0.08344945819793263,0.0807176191612717,0.07110511153951934,-0.09137682975416295,-0.09362757347905222,-0.08922160001826199,-0.10207001164570831,0.10763589653753212,0.10955232870023192,0.10747888152186592,0.10961080187840343,-0.009165233595892717,0.0072389193349644615,0.0007605200895591444,0.057188831026600016,-0.007039047149504706,-0.0008348501501856042,0.002543032127428994,0.19403283748067715,0.009267310265854438,-0.0009369426002004986,0.0019838854137939955,0.09672692474127942,0.0,0.0,0.48547329903239284,0.0,left
6,0.07849070531571954,0.06687067583438204,0.07221263935348518,0.06620645290767482,-0.08489735884970945,-0.08453403682876419,-0.11821308686285581,-0.06097264760035499,0.1118329581439796,0.11763538962014809,0.10569489668455034,0.12158509630906555,0.02481319089008476,0.01401968354021881,0.06375693801347587,-0.001698077425810008,0.024220372163274252,0.04246221047303313,-0.02133033159084789,-0.03480532173103155,-0.015576962677428774,-0.08688575238249262,0.16694696852484261,0.0742764821347798,0.0,0.0,0.0,0.0,left
7,0.07492697743048249,0.07245164392984313,0.07031035507655994,0.06523666685275822,-0.07474438279858464,-0.07894330678473373,-0.10400309956779706,-0.04021310595657517,0.11498477081711138,0.11684660512583939,0.10810287591865153,0.12619057845343437,0.33061901126388205,0.1259021943456715,0.3149821066653748,-0.04293711176344275,0.12102619151755167,0.04223189041672427,0.12383012814968673,0.027789444065215576,-0.06467398734097715,-0.07501785484824763,-0.037333117283663064,-0.14592809675585133,0.0,0.0,0.0,0.0,left
8,0.08143076221510379,0.08064634857554714,0.06994218425138458,0.06834495921863329,-0.08202363320857549,-0.08186918566808635,-0.09202723127754517,-0.03870307605989262,0.11176864091922357,0.11284574409497433,0.10925486043368457,0.12619873589563815,-0.004917930901754876,-0.011912145178020242,0.2730267604619994,0.03978353462720001,-0.0034059903319781505,-0.0004318191343678603,0.1091427666205617,0.0027953879709280874,-0.007591307166548457,-0.00012492562539258422,0.0929420490769806,-0.0919799034256637,0.0,0.0,0.0,0.0,left
9,0.09112913310813277,0.09352551058707953,0.07142716998554033,0.08204626410854043,-0.10180093592677418,-0.08572910959389222,-0.07671317240855749,-0.059462617703672435,0.10813440876140865,0.10904815548705572,0.11363881969669266,0.11821044826549529,0.03252540501261903,0.2950546253374175,0.037265491955066336,0.0030929271377035748,-0.02081438977557944,0.07695016498536172,-0.0450480011877071,-0.024062264898159998,-0.05639256087074984,-0.045035696558905075,0.17241770187320768,0.0408241268650909,0.0,0.0,0.0,0.0,left
