acc-x,acc-y,acc-z,gyro-x,gyro-y,gyro-z,flex,label
-8.875904,-1.622072,3.216012,3.109756,7.004573,7.599085,0,up
-8.731055,-2.087744,2.94008,-1.387195,7.553354,4.977134,0,up
-8.869919,-3.101688,2.606687,4.794208,-0.8155488,4.969512,0,up
-8.707711,-2.232593,2.377442,-5.708842,2.934451,8.018292,0,up
-8.994417,-2.29185,2.337339,-4.291159,20.77744,7.202744,0,up
-8.975863,-2.069787,3.25791,3.574695,-2.522866,-9.542684,0,up
-8.542512,-3.144784,1.674146,2.278964,20.20579,7.271342,0,up
-9.120112,-2.771887,3.184887,0.8612805,-3.117378,23.58994,0,up
-8.958505,-1.413178,3.236961,1.684451,3.917683,-3.269817,0,up
-8.907029,-3.36924,2.924517,-1.737805,4.032012,25.00762,0,up
-9.233837,-2.332551,2.262521,2.1875,-30.32775,17.40092,0,up
-9.225458,-1.757943,2.804807,12.37805,-4.504573,13.91768,0,up
-9.021352,-3.113659,3.926491,-0.9984756,10.9375,-9.435976,0,up
-8.814852,-2.240973,3.357269,-2.698171,-9.321647,3.39939,0,up
-9.481637,-2.601899,3.58831,-12.42378,-8.254574,-9.672256,0,up
-8.925584,-3.67091,2.611475,-3.269817,10.98323,-6.189024,0,up
-8.920795,-2.63422,2.681506,-7.202744,1.5625,0.7317073,0,up
-8.817246,-2.000954,2.472013,-2.362805,2.553354,-4.283537,0,up
10.13106,-1.404798,-5.452196,-30.7622,-53.08689,-51.1433,0,down
9.513959,-1.735796,-2.608483,-3.346037,-0.4496952,2.446646,0,down
10.25437,-4.012682,-0.5267244,6.006098,41.37957,12.01982,0,down
9.305065,-2.648586,-0.8128315,2.11128,0.4954268,-2.073171,0,down
9.350554,-2.521693,-2.123058,-4.207317,-20.52592,4.359756,0,down
9.181764,-3.96001,-1.131859,-22.49238,-1.669207,9.466464,0,down
9.818622,-3.623624,-2.602497,24.20732,-107.7134,7.164634,0,down
9.105747,-4.41012,-1.814805,-7.035061,9.92378,-3.666159,0,down
9.674371,-3.681085,-1.235408,-2.378049,9.603659,4.519817,0,down
10.0317,-4.455011,-2.311602,10.38872,2.393293,-12.96494,0,down
10.37527,-5.476138,-1.142633,-21.68445,102.7134,47.58384,0,down
8.697536,-4.288614,-3.869628,-70.18293,37.51524,3.833842,0,down
9.162011,-5.898715,-0.05386954,53.97104,130.7698,25.50305,0,down
8.009802,-7.17662,0.6206968,13.42226,29.74085,13.03354,0,down
8.743625,-5.239112,-0.2310405,16.79878,1.585366,-9.908537,0,down
7.36636,-1.206678,-1.21386,-44.49695,136.9588,51.5625,0,down
8.13849,-4.654328,-2.940678,-37.91159,-43.71951,10.12957,0,down
8.341399,-5.018247,-3.870227,-26.48628,-13.63567,-23.65092,0,down
8.705916,-4.34787,-2.479196,-8.452744,-34.3064,-9.641768,0,down
8.202535,-3.589507,-1.314417,24.26829,-28.18598,-41.12805,0,down
8.957906,-4.196437,-2.943073,-3.902439,-10.87652,-45.3125,0,down
8.085219,-3.722984,-6.146514,-42.8125,-10.41921,-17.73628,0,down
7.89069,-5.686828,-1.798644,-41.0747,14.66463,1.493902,0,down
9.352949,-4.489727,-4.763863,3.803354,-122.1494,40.4878,0,down
7.168839,-2.408567,-1.500566,31.53201,-16.08232,-19.54268,0,down
8.847174,-6.867169,-0.8870517,33.25457,94.79421,31.22713,0,down
8.949526,-5.055357,0.439336,-59.11586,18.42226,15.3811,0,down
8.409634,-4.777031,-3.550003,16.91311,-98.86433,-13.95579,0,down
8.771158,-4.256891,-2.314595,3.757622,-19.12348,-24.7561,0,down
8.484452,-4.06715,-2.042254,-1.21189,13.67378,-7.667683,0,down
8.787319,-4.124012,-2.143409,3.239329,15.48018,7.164634,0,down
8.765172,-4.238336,-2.153584,0.09908537,3.193598,2.027439,0,down
8.890269,-4.036026,-2.017115,-0.3963415,0.8079268,-0.3506098,0,down
8.733449,-4.255693,-2.51451,-2.73628,0.4039634,-4.253049,0,down
8.804078,-4.241328,-1.867477,0.6859756,0.785061,-0.6707317,0,down
8.818443,-3.89357,-1.769914,-1.882622,-7.355183,-2.57622,0,down
9.04709,-4.337096,-2.166753,1.227134,4.771342,-1.387195,0,down
8.793304,-4.365228,-1.655591,0.0152439,-3.170732,1.608232,0,down
8.75799,-3.949236,-1.678934,0.5945122,6.623476,1.509146,0,down
8.862138,-3.77386,-1.685518,0.9832317,-4.10061,0.05335366,0,down
8.988432,-3.952827,-1.077989,1.996951,10.03049,3.079268,0,down
8.782531,-4.115633,-1.563414,0.2210366,3.384146,-2.172256,0,down
8.820239,-4.139575,-1.739388,-0.6707317,-2.134146,-0.2210366,0,down
8.884284,-4.01328,-0.9900024,-0.3277439,7.118903,-0.6097561,0,down
8.469488,-3.902549,-1.392228,-1.775915,-3.117378,-1.356707,0,down
8.583812,-3.878008,-1.641824,-3.056402,-8.109756,0.9603659,0,down
8.802881,-3.885789,-1.692102,0.4344512,-5.320122,-1.074695,0,down
8.667608,-3.925294,-1.128866,-3.300305,2.560976,-3.71189,0,down
8.680777,-3.730166,-1.586159,-2.751524,4.96189,-4.740854,0,down
8.753201,-4.272453,-0.8948329,-1.181402,2.385671,-0.8689024,0,down
0.724246,8.884883,2.992154,11.53963,5.685976,-10.38872,0,left
0.1310825,8.634089,2.629432,16.16616,1.852134,-6.996952,0,left
-0.02454057,9.365519,1.784877,-2.964939,-8.467988,4.6875,0,left
0.2633622,10.30644,2.301426,7.233232,6.425305,1.257622,0,left
0.03112462,9.474455,2.621052,9.29878,8.368902,-2.743902,0,left
0.04908113,10.17416,2.154183,-6.623476,0.7469512,11.0061,0,left
0.4177882,9.747993,2.452261,-9.184451,3.51372,0.9984756,0,left
-0.137068,3.929484,3.682282,-24.0625,-13.82622,-69.8247,0,left
-3.177704,8.725668,1.87885,2.080793,-15.84604,-69.21494,0,left
-5.308544,7.956531,1.532888,-0.1143293,0.2896341,-44.42073,0,left
-6.460155,6.583456,1.597531,-0.1676829,-6.806403,-21.66159,0,left
-6.687006,7.158663,1.514333,18.5747,0.4801829,4.291159,0,left
-6.137536,8.497621,-0.7104794,43.66616,-1.402439,60.67073,0,left
-2.078167,5.73112,-0.5033809,62.3933,97.03506,160.5869,0,left
0.694917,9.431359,-2.000954,-9.847561,44.10823,71.06708,0,left
2.959233,10.41717,-1.816601,-17.59908,0.04573171,12.8811,0,left
3.875015,8.076241,0.6937199,-11.21951,-15.75457,-10.26677,0,left
3.822343,9.375694,0.2388216,2.835366,-7.347561,-11.23476,0,left
3.061585,10.99777,0.2615665,10.6936,-16.37957,-40.9375,0,left
-1.536479,9.292496,1.661576,-7.446647,-10.53354,-10.57927,0,left
-3.12563,9.509769,0.9433154,-19.95427,-30.47256,-103.0107,0,left
-6.027403,6.121974,2.731186,-50.03049,20.83079,-43.9558,0,left
-7.271191,5.073313,3.254319,-12.33994,-2.492378,-30.08384,0,left
-7.817667,4.408922,4.665102,-15.29726,0.8993903,-0.5182927,0,left
-8.054094,4.408922,4.510077,-0.472561,-0.2972561,5.129573,0,left
-7.511808,4.633379,3.963002,14.59604,-38.66616,28.04116,0,left
-6.324883,5.397728,3.33632,15.23628,9.710366,37.53049,0,left
-5.269638,7.791929,2.768894,31.86738,23.28506,76.81403,0,left
-1.158794,7.611167,1.949479,-5.289634,-7.050305,62.14177,0,left
1.781885,10.5309,1.485602,-5.518293,-5.602134,25.88415,0,left
2.951452,8.977059,2.16376,-1.318598,7.164634,11.97409,0,left
3.350685,8.589797,2.665944,10.42683,5.083842,18.42988,0,left
3.284246,10.83915,1.511938,14.69512,-43.29268,-75.74696,0,left
-1.42036,9.012972,2.760514,-1.577744,7.713415,-36.25762,0,left
-3.636792,8.43178,3.291429,-37.3933,6.814024,-61.0747,0,left
-4.674679,7.329848,3.783437,-5.792683,0.08384147,6.25,0,left
-3.774459,6.733094,3.667917,33.3308,4.199695,35.99848,0,left
-1.679533,8.65863,2.446275,10.34299,-6.21189,51.37957,0,left
0.8224083,8.398261,2.80361,-0.8231708,0.4496952,28.29268,0,left
1.586757,9.029732,3.494337,9.702744,31.66921,16.95884,0,left
0.9409212,10.09036,1.58556,21.57774,26.73018,-20.39634,0,left
0.9588778,8.971074,1.756147,-4.916159,10.96037,9.291159,0,left
1.060631,8.978256,1.650802,2.073171,5.403964,-4.542683,0,left
0.949301,8.896853,1.479617,-19.12348,8.307927,23.47561,0,left
1.256956,10.68951,1.849521,-2.469512,0.6783537,1.364329,0,left
1.556231,9.500791,2.097919,-6.760671,-1.333841,0.7621951,0,left
1.63943,8.091804,3.106477,-12.46189,-14.81707,-8.414635,0,left
1.455675,8.316259,2.899977,1.821646,-12.17988,-10.48018,0,left
0.1843535,8.06008,3.391387,-29.17683,-42.38567,-54.5122,0,left
0.4267664,8.86932,2.834735,-5.053354,-8.422256,-2.591464,0,left
-0.5309143,9.306262,3.351284,-3.498476,-8.003049,-12.14177,0,left
-0.2519897,9.329007,3.114856,-1.493902,3.208842,-5.625,0,left
-0.391452,9.073426,3.632004,5.525915,6.897866,14.53506,0,left
-0.1771709,9.764751,3.277064,10.45732,21.99695,-11.33384,0,left
-0.2723404,10.14723,3.280056,2.926829,13.65854,-7.621952,0,left
-0.2932897,9.009979,3.032855,-0.09146341,7.332317,3.155488,0,left
-0.3854665,9.521142,3.178303,-0.1295732,-0.3582317,9.641768,0,left
-0.5171475,9.883863,3.056198,-2.568598,-1.722561,8.871951,0,left
-0.2783259,9.34038,2.810194,-0.7545732,-1.623476,4.001524,0,left
-0.09576806,9.101558,2.421735,-7.522866,-6.669208,7.77439,0,left
-0.2591723,8.952518,3.727772,-6.539634,6.204268,8.894817,0,left
0.04489128,11.31021,3.772663,3.384146,-0.2667683,-0.2286585,0,left
-0.1735796,8.253412,3.784036,-0.8765244,-0.9527439,0.8765244,0,left
-0.830788,8.426991,3.788824,-0.8765244,-8.902439,-2.278964,0,left
-0.2274492,9.162011,3.851073,2.118902,4.702744,7.271342,0,left
-0.694917,9.362526,4.276044,0.1905488,1.844512,-1.303354,0,left
-0.7350199,8.944139,3.821146,-21.99695,12.01982,5.655488,0,left
-0.5823896,8.668207,4.933253,-7.446647,-4.092988,0.8993903,0,left
-0.3166332,8.780136,5.194819,-7.644817,5.89939,27.52287,0,left
-0.5063736,9.119514,3.838504,-4.283537,-12.30183,16.21189,0,left
-0.4159925,6.348226,2.807201,9.946647,1.417683,-27.64482,0,left
-0.6212954,8.29531,3.904943,-2.721037,-2.26372,-13.22409,0,left
-0.2106898,9.252991,3.790021,11.88262,-10.20579,-6.745427,0,left
-0.7164649,8.337209,2.914342,7.743903,-8.612805,5.472561,0,left
-0.6087258,8.719683,3.275867,-1.821646,3.871951,-12.23323,0,left
-0.9139865,9.409811,3.0556,-3.429878,-0.9070122,1.227134,0,left
-0.1221043,9.200318,2.703652,5.137195,-3.498476,-2.88872,0,left
-0.6530185,8.872313,2.899977,-0.6402439,0.4344512,6.082317,0,left
-0.8164227,10.25077,2.6839,3.460366,4.885671,2.355183,0,left
-0.4375403,9.598953,3.056198,-3.993902,-0.2362805,-1.753049,0,left
-0.5584476,9.735423,3.199252,-7.416159,-6.890244,-8.810976,0,left
-0.4399345,8.534731,3.268085,-3.483232,-7.583842,14.22256,0,left
-0.511162,9.157822,3.57155,2.522866,-0.6859756,-3.185976,0,left
-0.6135142,10.31482,2.86586,5.289634,-2.85061,-5.609756,0,left
-0.8541315,9.05547,2.995745,-4.794208,-0.5564024,-1.105183,0,left
-0.5153519,8.497022,2.649184,-0.0152439,-1.676829,0.8993903,0,left
-1.12707,8.590994,2.549226,-4.573171,-2.22561,9.222561,0,left
-0.5590461,9.414001,2.70066,-1.928354,-1.547256,2.393293,0,left
-0.32621,8.963891,2.74196,-3.955793,-3.871951,3.734756,0,left
-1.262941,9.244013,3.506308,-0.7926829,-10.28201,-1.242378,0,left
-0.5536592,10.22743,3.247735,-1.410061,-14.64939,3.064024,0,left
-0.4369418,8.583213,3.286042,2.240854,-5.97561,-7.11128,0,left
-0.6009446,9.885659,3.548207,-6.554878,-0.5868903,-1.661585,0,left
-0.6871359,9.184157,3.320758,-4.33689,3.064024,-6.219512,0,left
-0.9193734,8.983644,2.974197,-5.632622,10.09909,-3.47561,0,left
-1.210868,9.088389,2.885612,0.4878049,3.338415,-3.445122,0,left
-1.10672,9.006987,3.353678,-7.88872,-0.2896341,6.006098,0,left
-0.9816227,8.042124,3.252523,-7.682927,-18.45274,-1.890244,0,left
-1.312621,9.537302,4.168305,0.1143293,0.8536586,1.021341,0,left
-1.10253,8.820838,3.494337,-6.295732,2.713415,0.2439024,0,left
0.7781156,-7.360374,7.398083,2.522866,5.54878,4.542683,0,right
0.61112,-6.833052,7.002441,-0.5792683,-0.1371951,-4.184451,0,right
0.4297592,-7.487866,8.210316,6.387195,23.39939,42.1875,0,right
-1.112107,-4.436456,8.835203,43.97104,-0.7926829,125.5945,0,right
-1.539472,-5.192425,5.377377,-61.10518,-32.1875,-95.51067,0,right
0.6099229,-7.483676,5.331289,20.3811,-0.07621951,-78.40701,0,right
1.265336,-8.012794,6.405687,15.84604,3.147866,-16.72256,0,right
1.918354,-7.513604,7.198766,25.14482,11.66921,-7.46189,0,right
2.406173,-5.95438,7.391499,10.03811,1.067073,-5.70122,0,right
2.804209,-6.642713,7.214328,3.109756,-5.106708,-5.579268,0,right
2.986767,-5.551555,7.548918,4.070122,2.309451,9.466464,0,right
1.833959,-4.399345,9.674969,-1.585366,4.077744,29.81707,0,right
1.014543,-5.268441,8.015787,-2.545732,6.272866,14.74085,0,right
0.4734534,-8.165425,7.866748,10.4497,10.99848,17.69817,0,right
-0.4171896,-5.334281,6.95755,5.97561,-12.76677,44.49695,0,right
-1.280898,-5.577293,8.016984,-5.731708,4.862805,12.62957,0,right
-1.996764,-6.232107,6.485294,10.32774,-10.09909,26.25,0,right
-2.506729,-5.129577,7.860164,-13.9939,10.06098,4.657012,0,right
-2.878429,-7.32506,6.163274,-17.08842,-0.7317073,19.04726,0,right
-1.866879,-6.320693,6.402095,-9.801829,10.21342,-39.71799,0,right
-1.073201,-7.899669,6.43741,-7.881098,-2.057927,-14.42835,0,right
-0.4459201,-7.582437,6.35481,-11.15854,2.096037,-41.58537,0,right
0.1568202,-7.803302,6.874352,0.617378,-2.141768,-15.72409,0,right
0.9349358,-7.03596,7.366959,4.481708,-4.657012,-7.385671,0,right
0.9032126,-6.475717,7.698555,38.84909,-27.31707,1.83689,0,right
1.917157,-7.04434,7.133524,-1.310976,-8.528964,-8.993902,0,right
1.963844,-4.940435,7.113772,21.34909,-3.20122,-6.60061,0,right
2.066795,-6.412271,8.716091,12.99543,0.1067073,25.15244,0,right
0.8259995,-6.428432,8.901642,17.48476,9.771341,-32.47713,0,right
0.6631939,-5.111022,7.725491,-4.900915,-5.746952,28.29268,0,right
0.05566519,-7.050924,7.187992,-0.4268293,17.1875,30.74695,0,right
-1.001973,-6.21415,7.976882,-15.86128,-2.286585,26.16616,0,right
-1.640028,-4.509479,7.904457,7.842988,-22.27896,-0.7469512,0,right
-1.943493,-6.467337,7.600393,-13.01829,-1.577744,7.157012,0,right
-1.743577,-5.413888,8.204929,-17.29421,-2.705793,-51.68445,0,right
-0.6931214,-6.058527,8.143278,0.05335366,14.64939,-45.25915,0,right
-0.1394622,-5.392341,6.923433,-2.14939,-5.182927,-30.64025,0,right
0.4405331,-7.323265,8.310274,-0.8307927,-9.420732,-25.80793,0,right
0.7260417,-5.576096,8.326435,3.582317,3.315549,-23.6814,0,right
1.586757,-5.799355,7.961319,25.01525,-9.237805,-8.841464,0,right
1.533486,-5.743091,9.081207,5.922256,14.19207,-9.870427,0,right
1.91177,-4.674679,8.066664,-1.448171,-7.195122,0.9527439,0,right
2.03567,-5.168483,8.450335,-5.685976,6.158537,9.321647,0,right
1.386243,-4.830302,8.686164,4.146341,18.54421,13.07165,0,right
0.9624691,-3.583521,7.926603,25.02287,-4.672256,10.02287,0,right
0.09457096,-4.462193,8.371326,10.88415,7.050305,41.31098,0,right
0.03052607,-5.074511,7.917027,0.9375,3.125,40.66311,0,right
-0.8714894,-3.654749,8.180987,-2.027439,-6.539634,6.166159,0,right
-0.9409212,-5.171476,8.977658,-13.83384,-1.356707,5.967988,0,right
-1.423952,-5.502474,9.96347,1.958842,3.239329,-5.685976,0,right
-1.169568,-3.808576,7.967305,-0.04573171,-11.05183,3.856707,0,right
-0.6362591,-5.740697,8.311471,-1.044207,0.617378,-45.50305,0,right
-0.02035072,-6.466739,8.336012,-0.4954268,-5.282012,-18.38415,0,right
0.8212111,-4.9135,9.040505,0.4344512,-7.591464,-32.52287,0,right
1.295263,-4.583699,9.870695,6.006098,-11.25,-17.29421,0,right
1.839944,-4.355053,8.948928,8.719512,-11.78354,-13.3689,0,right
2.433107,-3.890578,8.337808,0.8841463,-3.20122,-13.01067,0,right
2.549226,-4.422689,9.375694,7.1875,1.105183,5.487805,0,right
2.266711,-3.874417,8.908825,-6.935976,-4.855183,26.82165,0,right
0.7511807,-3.072359,8.476072,11.43293,-2.8125,2.599085,0,right
0.1801637,-5.322909,9.06744,7.134147,0.7164635,48.25457,0,right
-1.01574,-3.660734,9.063251,2.385671,12.27896,5.434452,0,right
-1.540669,-2.72939,8.482059,24.76372,-8.208841,14.32927,0,right
-2.073977,-2.995146,9.04709,25.77744,2.804878,37.62195,0,right
-2.546832,-0.878672,8.334216,-7.667683,10.05335,9.596037,0,right
-3.073556,-0.3974375,9.510367,-34.85518,24.36738,-20.73171,0,right
-2.515707,-3.412336,9.186552,-16.97408,-8.605184,-83.29269,0,right
-1.270723,-4.57113,9.524135,-10.96799,-5.724085,-13.86433,0,right
0.4016273,-4.742315,9.755175,-15.32012,-12.14939,-51.89024,0,right
1.558027,-3.291429,8.605359,-9.527439,-5.693598,-35.77744,0,right
2.280477,-4.472369,8.893262,-12.33994,1.958842,-15.07622,0,right
